id,commune_name,name,additional_digit,city_id/id,latitude,longitude,lang_id/id,communitynumber_bfs
zipcode_5620_Bremgarten_AG,Bremgarten (AG),5620,0,city_ch_Bremgarten_AG,47.35185760693883,8.340249183615057,base.lang_de_CH,4063
zipcode_5621_Zufikon,Zufikon,5621,0,city_ch_Zufikon,47.34452305593265,8.360908045146695,base.lang_de_CH,4083
zipcode_5622_Waltenschwil,Waltenschwil,5622,0,city_ch_Waltenschwil,47.33388708666461,8.302093061911151,base.lang_de_CH,4240
zipcode_5623_Boswil,Boswil,5623,0,city_ch_Boswil,47.303812771555734,8.308824072980928,base.lang_de_CH,4228
zipcode_5624_Bünzen,Bünzen,5624,0,city_ch_Bünzen,47.309508621724056,8.326619408034299,base.lang_de_CH,4229
zipcode_5624_Waldhäusern_AG,Bünzen,5624,2,city_ch_Waldhäusern_AG,47.32687415233385,8.315166492403186,base.lang_de_CH,4229
zipcode_5625_Kallern,Kallern,5625,0,city_ch_Kallern,47.313169500407255,8.293308783092897,base.lang_de_CH,4233
zipcode_5626_Hermetschwil_Staffeln,Bremgarten (AG),5626,0,city_ch_Hermetschwil_Staffeln,47.330305090716266,8.341538048594813,base.lang_de_CH,4063
zipcode_5627_Besenbüren,Besenbüren,5627,0,city_ch_Besenbüren,47.31197794925375,8.344054708110148,base.lang_de_CH,4226
zipcode_5628_Aristau,Aristau,5628,0,city_ch_Aristau,47.28693886444564,8.36096289013706,base.lang_de_CH,4222
zipcode_5630_Muri_AG,Muri (AG),5630,0,city_ch_Muri_AG,47.27233010799649,8.338683389330196,base.lang_de_CH,4236
zipcode_5632_Buttwil,Buttwil,5632,0,city_ch_Buttwil,47.2695334421581,8.313805832870214,base.lang_de_CH,4230
zipcode_5634_Merenschwand,Merenschwand,5634,0,city_ch_Merenschwand,47.26024147342946,8.375762671581079,base.lang_de_CH,4234
zipcode_5636_Benzenschwil,Merenschwand,5636,0,city_ch_Benzenschwil,47.2464972269048,8.363740992988106,base.lang_de_CH,4234
zipcode_5637_Beinwil_(Freiamt),Beinwil (Freiamt),5637,0,city_ch_Beinwil_(Freiamt),47.230237259911895,8.346439852870356,base.lang_de_CH,4224
zipcode_5637_Geltwil,Geltwil,5637,2,city_ch_Geltwil,47.24900562550425,8.325986636342638,base.lang_de_CH,4232
zipcode_5642_Mühlau,Mühlau,5642,0,city_ch_Mühlau,47.229960873210345,8.390367690041312,base.lang_de_CH,4235
zipcode_5643_Sins,Sins,5643,0,city_ch_Sins,47.18723987269192,8.346412352860403,base.lang_de_CH,4239
zipcode_5643_Sins,Sins,5643,0,city_ch_Sins,47.19463267767934,8.395449551623106,base.lang_de_CH,4239
zipcode_5643_Alikon,Sins,5643,2,city_ch_Alikon,47.19962531313028,8.35976076195761,base.lang_de_CH,4239
