id,name,state_id/.id,country_id/id
city_ch_Grattavache,Grattavache,1389,base.ch
city_ch_Progens,Progens,1389,base.ch
city_ch_Sâles_(Gruyere),Sâles (Gruyère),1389,base.ch
city_ch_Maules,Maules,1389,base.ch
city_ch_Romanens,Romanens,1389,base.ch
city_ch_Treyfayes,Treyfayes,1389,base.ch
city_ch_Rueyres_Treyfayes,Rueyres-Treyfayes,1389,base.ch
city_ch_Vaulruz,Vaulruz,1389,base.ch
city_ch_Vuadens,Vuadens,1389,base.ch
city_ch_Bulle,Bulle,1389,base.ch
city_ch_Riaz,Riaz,1389,base.ch
city_ch_Marsens,Marsens,1389,base.ch
city_ch_Vuippens,Vuippens,1389,base.ch
city_ch_La_Roche_FR,La Roche FR,1389,base.ch
city_ch_La_Tour_de_Trême,La Tour-de-Trême,1389,base.ch
city_ch_Broc,Broc,1389,base.ch
city_ch_Charmey_(Gruyere),Charmey (Gruyère),1389,base.ch
city_ch_Morlon,Morlon,1389,base.ch
city_ch_Sorens,Sorens,1389,base.ch
city_ch_Gumefens,Gumefens,1389,base.ch
